Subject,Cond,Exper,Inifile,Date,Time,que1,instrConsc1,conscMPQ1,conscMPQ2,conscMPQ3,conscMPQ4,conscMPQ5,conscMPQ6,conscMPQ7,conscMPQ8,conscMPQ9,conscMPQ10,conscNEO1,conscNEO2,conscNEO3,conscNEO4,conscNEO5,conscNEO6,conscNEO7,conscNEO8,conscNEO9,conscNEO10,conscNEO11,conscNEO12,conscNEO13,conscNEO14,conscNEO15,conscNEO16,tinstrConsc1,tconscMPQ1,tconscMPQ2,tconscMPQ3,tconscMPQ4,tconscMPQ5,tconscMPQ6,tconscMPQ7,tconscMPQ8,tconscMPQ9,tconscMPQ10,tconscNEO1,tconscNEO2,tconscNEO3,tconscNEO4,tconscNEO5,tconscNEO6,tconscNEO7,tconscNEO8,tconscNEO9,tconscNEO10,tconscNEO11,tconscNEO12,tconscNEO13,tconscNEO14,tconscNEO15,tconscNEO16,que2,instConscAdj,conscAdj1,conscAdj2,conscAdj3,conscAdj4,conscAdj5,conscAdj6,conscAdj7,conscAdj8,conscAdj9,conscAdj10,conscAdj11,conscAdj12,tinstConscAdj,tconscAdj1,tconscAdj2,tconscAdj3,tconscAdj4,tconscAdj5,tconscAdj6,tconscAdj7,tconscAdj8,tconscAdj9,tconscAdj10,tconscAdj11,tconscAdj12,que3,que4,ncog1,ncog2,ncog3,ncog4,ncog5,ncog6,ncog7,ncog8,ncog9,ncog10,ncog11,ncog12,ncog13,ncog14,ncog15,ncog16,ncog17,ncog18,tNFCinstr1,tNFCinstr2,tncog1,tncog2,tncog3,tncog4,tncog5,tncog6,tncog7,tncog8,tncog9,tncog10,tncog11,tncog12,tncog13,tncog14,tncog15,tncog16,tncog17,tncog18,que5,persQueInstr,prf_cs1,prf_im1,jpi_comp1,jpi_inno1,spi_cnv1,prf_cs2,prf_im2,jpi_comp2,jpi_inno2,spi_cnv2,prf_cs3,prf_im3,jpi_comp3,jpi_inno3,spi_cnv3,prf_cs4,prf_im4,jpi_comp4,jpi_inno4,spi_cnv4,prf_cs5,prf_im5,jpi_comp5,jpi_inno5,spi_cnv5,prf_cs6,prf_im6,jpi_comp6,jpi_inno6,spi_cnv6,prf_cs7,prf_im7,jpi_comp7,jpi_inno7,spi_cnv7,prf_cs8,prf_im8,jpi_comp8,jpi_inno8,spi_cnv8,prf_cs9,prf_im9,jpi_comp9,jpi_inno9,spi_cnv9,prf_cs10,prf_im10,jpi_comp10,jpi_inno10,spi_cnv10,prf_cs11,prf_im11,jpi_comp11,jpi_inno11,spi_cnv11,prf_cs12,prf_im12,jpi_comp12,jpi_inno12,spi_cnv12,prf_cs13,prf_im13,jpi_comp13,jpi_inno13,spi_cnv13,prf_cs14,prf_im14,jpi_comp14,jpi_inno14,spi_cnv14,prf_cs15,prf_im15,jpi_comp15,jpi_inno15,spi_cnv15,prf_cs16,prf_im16,jpi_comp16,jpi_inno16,jpi_comp17,jpi_inno17,jpi_comp18,jpi_inno18,jpi_comp19,jpi_inno19,jpi_comp20,jpi_inno20,tpersQueInstr,tprf_cs1,tprf_im1,tjpi_comp1,tjpi_inno1,tspi_cnv1,tprf_cs2,tprf_im2,tjpi_comp2,tjpi_inno2,tspi_cnv2,tprf_cs3,tprf_im3,tjpi_comp3,tjpi_inno3,tspi_cnv3,tprf_cs4,tprf_im4,tjpi_comp4,tjpi_inno4,tspi_cnv4,tprf_cs5,tprf_im5,tjpi_comp5,tjpi_inno5,tspi_cnv5,tprf_cs6,tprf_im6,tjpi_comp6,tjpi_inno6,tspi_cnv6,tprf_cs7,tprf_im7,tjpi_comp7,tjpi_inno7,tspi_cnv7,tprf_cs8,tprf_im8,tjpi_comp8,tjpi_inno8,tspi_cnv8,tprf_cs9,tprf_im9,tjpi_comp9,tjpi_inno9,tspi_cnv9,tprf_cs10,tprf_im10,tjpi_comp10,tjpi_inno10,tspi_cnv10,tprf_cs11,tprf_im11,tjpi_comp11,tjpi_inno11,tspi_cnv11,tprf_cs12,tprf_im12,tjpi_comp12,tjpi_inno12,tspi_cnv12,tprf_cs13,tprf_im13,tjpi_comp13,tjpi_inno13,tspi_cnv13,tprf_cs14,tprf_im14,tjpi_comp14,tjpi_inno14,tspi_cnv14,tprf_cs15,tprf_im15,tjpi_comp15,tjpi_inno15,tspi_cnv15,tprf_cs16,tprf_im16,tjpi_comp16,tjpi_inno16,tjpi_comp17,tjpi_inno17,tjpi_comp18,tjpi_inno18,tjpi_comp19,tjpi_inno19,tjpi_comp20,tjpi_inno20,que6,instrPID,PID1_d,PID2_i,PID3_d,PID4_i,PID5_i,PID6_d,PID7_d,PID8_i,PID9_i,PID10_d,PID11_d,PID12_i,PID13_d,PID14_d,PID15_i,PID16_d,PID17_i,PID18_i,tinstrPID,tPID1_d,tPID2_i,tPID3_d,tPID4_i,tPID5_i,tPID6_d,tPID7_d,tPID8_i,tPID9_i,tPID10_d,tPID11_d,tPID12_i,tPID13_d,tPID14_d,tPID15_i,tPID16_d,tPID17_i,tPID18_i,que7,gender,ethn,age,debrWIT,debrAMP1,debrAMP2,debrAMP3,debrAMP4,debrAMP5,race1,race2,race3,race4,race5,race6,tdebrWIT,tdebrAMP1,tdebrAMP2,tdebrAMP3,tdebrAMP4,tdebrAMP5,trace1,trace2,trace3,trace4,trace5,trace6
76,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/26/2012,11:36:44,conscientiousness,ok,4,2,4,4,2,2,4,3,2,2,2,4,2,3,2,3,2,4,4,4,4,4,4,4,2,2,6406,7047,7156,4125,1375,2797,2594,2219,2703,2703,4984,3734,5047,2281,5282,2390,2640,6578,2578,2766,3032,1938,1547,1609,2000,2438,3421,conscientiousnessAdjectives,ok,4,4,4,4,4,3,3,3,4,4,4,2,1844,4922,1797,1813,1718,2203,3484,2547,1453,3250,1391,3079,2172,intro_slides,NFC,3,1,4,5,5,4,5,5,5,4,4,2,2,2,2,4,2,3,2672,6453,12563,19000,10844,15062,8875,6593,3391,5109,2875,28125,3938,4704,4516,4407,2969,14016,12688,8062,persQuestionnaires,ok,4,4,2,4,4,4,4,4,2,4,1,2,4,3,3,4,4,4,2,4,2,4,3,2,4,1,3,4,2,1,2,2,4,4,4,4,5,4,4,2,4,5,5,5,5,5,4,2,4,4,2,3,4,4,4,4,4,4,4,5,2,4,4,3,3,4,4,4,5,3,4,4,5,3,3,4,4,1,2,4,4,4,2,4,2,4,4,9047,7734,5313,7547,7297,4328,3828,7468,5016,13360,5594,4953,5531,3312,7000,5313,4515,2172,2078,8672,4031,6312,5172,5610,10000,5594,6203,8625,4781,4344,7687,14031,2484,7625,3485,3985,3750,6687,9516,4282,6765,8937,3953,2171,3609,3844,7578,3609,6250,4859,6766,10657,7015,2843,2563,7610,3781,3016,7141,4046,4156,4828,6547,4844,9000,7079,5453,5422,3250,7172,7281,5829,1828,6891,4953,2438,4953,5610,5625,5797,6797,7250,4891,8328,5594,5969,4500,7188,PID,ok,4,4,4,3,3,5,4,5,5,2,4,5,3,5,2,5,3,4,14062,17562,4562,8844,4625,4484,2922,5219,9844,2250,3547,8109,5579,12188,3985,3828,10047,4125,6484,post,1,Korean,19,ok,2,3,ok,1,ok,3,2,1,1,1,1,26687,11609,23672,80703,10250,7688,14500,3406,3031,2671,4984,4079
88,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/27/2012,12:40:17,conscientiousness,ok,2,1,4,3,5,2,4,2,2,2,1,2,2,4,2,2,2,2,4,4,2,4,2,4,2,2,24297,8359,2016,2453,2422,1922,2188,2406,2157,1516,1921,2594,3937,1766,1391,1485,2610,3329,2110,1468,2421,1297,2125,2422,2265,1875,1281,conscientiousnessAdjectives,ok,4,2,4,4,2,2,4,2,2,2,2,2,5000,2532,1203,1422,1672,1437,1281,1203,1047,891,1391,1312,1297,intro_slides,NFC,2,2,2,4,2,4,4,4,2,2,4,2,2,4,4,2,4,4,6000,11797,6984,5875,2859,4875,7750,5828,4594,6125,5906,6891,4328,3156,3781,7188,9359,7609,9016,5469,persQuestionnaires,ok,2,5,4,3,3,2,2,4,2,3,2,4,2,3,2,2,4,5,5,2,2,4,4,4,2,1,4,4,4,2,2,2,4,4,2,4,4,2,4,2,4,2,2,2,2,2,2,1,4,2,4,2,4,2,4,2,2,4,2,2,4,2,4,2,4,4,4,4,2,2,2,4,4,2,2,4,4,1,4,2,4,2,2,4,3,4,2,31500,3578,4250,4921,4641,3016,4390,3453,4672,7140,6594,7406,2015,3063,3625,3250,5187,2750,3469,5218,4328,7454,3985,3000,5687,4141,3672,6922,11750,5875,7031,6031,2016,5360,3703,3610,5891,7937,4937,5313,3422,7828,4797,4250,2640,2688,4078,3281,4281,3781,6437,3750,2765,3250,4641,3328,3484,3031,5640,2500,2906,2921,4438,4437,3891,3156,4469,2672,3266,5094,4078,7250,8172,4578,5610,3390,4750,4797,2766,8282,5875,3438,2500,5516,3094,4625,3953,5906,PID,ok,4,4,4,2,2,4,3,4,4,2,4,4,2,2,4,4,4,4,12250,21437,6703,3906,4687,4547,3468,4234,5938,2640,2234,8359,3797,3844,2859,2719,3625,1516,2906,post,1,Chinese,18,ok,2,3,ok,3,ok,3,2,2,1,2,2,122359,6000,5485,83438,6468,76593,8921,2156,1781,4000,3172,4703
96,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/28/2012,10:30:33,conscientiousness,ok,1,4,4,2,5,5,2,5,1,5,2,3,1,4,3,4,3,3,3,3,4,4,5,2,4,3,16406,3969,3812,2031,2484,2047,1360,2516,2000,2906,1844,2609,2750,2031,3297,1750,3281,1859,2000,2391,2703,2625,3844,1640,3281,1359,1984,conscientiousnessAdjectives,ok,2,5,1,3,3,5,3,3,5,5,2,5,4375,3000,1828,1422,1563,1297,1344,3125,1563,1532,1906,1656,2750,intro_slides,NFC,4,2,3,2,2,2,3,2,1,5,5,1,4,4,5,2,2,4,6000,5610,6281,7625,2672,5844,6781,4313,2797,6234,8157,5313,3532,5891,3703,3140,6344,5234,7719,4219,persQuestionnaires,ok,5,2,2,3,5,1,3,4,5,2,5,5,5,4,5,2,1,5,5,3,5,5,5,3,4,1,1,4,2,5,4,3,4,3,3,4,2,3,5,5,5,5,3,4,4,3,1,5,4,4,4,5,5,2,2,2,2,4,2,3,5,4,4,2,5,3,4,3,4,3,3,5,2,1,2,5,3,4,4,4,2,4,5,5,5,3,4,21485,3625,5422,4875,3203,2578,3890,4844,3203,5219,3734,3687,1828,2640,2062,2359,4781,1922,3485,3984,3921,5812,3031,4875,2781,3234,4047,2828,5172,3157,3625,4250,3172,2609,3859,3047,5110,4735,4563,3484,2781,2875,2828,2890,4047,3063,4532,3094,4188,3125,4359,3625,2469,2750,2890,4547,6656,2265,3438,5078,2844,2922,4625,4157,2891,2672,3547,2860,4078,5328,3968,3781,4875,4687,2968,3359,3266,3125,3281,4797,2906,3594,2453,3703,2250,3547,7735,4844,PID,ok,3,4,4,4,3,3,1,4,4,5,3,3,2,2,2,4,4,4,10250,7031,8234,4750,6891,4046,2234,3125,4531,3562,2453,5594,6312,7047,4328,6328,3234,2062,5672,post,1,caucasain,18,ok,2,2,ok,2,ok,3,2,1,2,2,2,41843,7031,6235,27094,5734,9187,13907,1906,2844,3203,4937,2265
105,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/28/2012,12:45:52,conscientiousness,ok,1,1,4,5,2,1,4,3,3,3,3,4,5,3,4,4,3,4,4,4,1,4,1,4,1,3,28468,4688,12172,6688,2688,5734,3922,3329,5844,3343,2328,4203,5109,2391,4000,3438,2860,3797,3609,1937,4750,3422,4954,2078,3469,1563,8016,conscientiousnessAdjectives,ok,5,1,5,4,2,2,4,3,1,4,4,1,8891,4093,2109,1735,3344,4547,1391,1969,2594,1547,2656,2625,2344,intro_slides,NFC,3,4,4,4,5,1,4,5,3,1,1,4,1,2,2,4,1,2,8953,14375,8187,10531,4016,9672,5453,6250,7203,7172,7422,9609,4875,9125,5203,7469,10141,9265,15359,6937,persQuestionnaires,ok,1,4,3,3,5,4,4,3,2,3,1,2,4,4,3,4,5,3,1,3,2,4,4,5,2,3,4,5,2,3,1,2,4,3,4,3,2,2,3,3,2,2,3,4,4,3,4,3,2,3,2,2,2,2,4,5,4,3,2,4,2,2,3,3,5,4,5,3,4,5,2,4,3,2,4,4,5,1,3,3,3,2,2,2,2,4,4,44297,6438,8484,8828,3797,3453,4891,6281,5219,8516,9188,6375,5657,4016,4953,5906,5984,2312,6469,6312,7547,7671,4500,14250,6281,7843,5828,6203,7812,4860,6985,5735,6953,5657,5250,6703,6313,4485,5782,6188,8329,6875,6906,5922,3813,4407,10453,3406,5125,6844,6687,8875,3313,3500,6422,8610,4000,3438,6031,6172,8765,4281,4375,5219,5187,4313,7110,5297,5453,7547,3640,8719,9547,5438,5110,4313,5078,13610,4032,5437,6562,5656,4515,4296,5953,5125,7281,5594,PID,ok,5,5,5,2,4,3,5,4,4,5,4,5,3,5,3,3,3,2,43578,10609,3891,3985,7922,5500,3672,3625,7906,4359,2031,6562,5907,7906,1688,3796,5375,2938,4797,post,1,Jamaican,19,ok,2,4,ok,2,ok,3,2,1,1,1,2,128969,10688,8297,66500,8250,13812,21281,4281,4390,3906,5656,3032
108,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,09:33:08,conscientiousness,ok,4,2,3,4,1,1,2,2,2,2,4,2,4,2,4,1,4,1,3,3,2,4,3,3,3,3,6203,4500,1907,3031,2859,2344,2516,3172,1750,1734,3735,2703,2000,1469,953,2469,1672,1156,1672,2516,1781,2031,2953,1234,3391,1032,4844,conscientiousnessAdjectives,ok,3,3,3,4,3,2,4,2,2,2,2,3,2250,3906,734,640,1906,1766,1360,1360,1047,1625,2000,1000,1140,intro_slides,NFC,5,4,1,1,1,5,1,4,1,5,4,1,5,5,5,1,2,4,4344,4328,3375,7656,4672,5719,6063,2438,1937,6282,4750,6187,3578,2562,4735,2297,7437,7515,5938,4032,persQuestionnaires,ok,2,2,3,5,2,2,5,5,4,3,3,3,2,4,2,4,3,4,3,2,3,2,4,5,2,1,3,4,2,2,2,2,2,4,2,2,3,4,4,2,3,3,2,3,2,2,3,3,3,2,4,2,2,4,2,2,3,3,2,1,4,2,3,4,1,4,2,3,2,3,2,2,2,3,3,3,4,4,2,2,4,4,2,3,4,4,2,9234,5125,3640,3750,6328,3453,4547,4094,2031,6032,3344,3468,2797,5781,3875,3078,3859,1579,3703,5297,9484,7078,3250,4937,4015,6187,2922,2953,4782,2938,7141,109,5625,7984,1656,3109,6531,2812,3562,5422,4532,8469,3110,3063,4531,3687,4172,1844,3390,2297,3922,4125,3016,3531,2250,5297,3953,3672,2359,6985,2219,2843,5266,2765,1610,2578,7203,8563,9016,4609,2672,3875,7328,2609,3015,3312,3875,4968,2625,7609,3516,5547,5718,5016,3938,3688,5781,5031,PID,ok,5,4,5,3,3,4,3,2,3,3,5,4,4,4,2,5,3,3,8297,4282,2453,2422,5078,5359,2125,2422,7781,5187,1515,3734,3141,6000,1750,1500,3797,2031,1750,post,2,caucasian,18,ok,2,2,ok,2,ok,3,2,1,1,1,2,11094,5265,5469,15984,3406,14375,2156,1609,1906,1875,2109,1687
118,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,11:37:01,conscientiousness,ok,4,3,4,5,2,3,4,4,2,2,4,1,4,3,4,2,2,2,4,2,2,4,3,4,2,2,30844,4438,11625,3937,1593,3313,3094,3515,32875,3469,2187,2281,5406,2078,1657,4375,3594,1485,3235,1688,2484,5844,3578,2391,2610,1906,4922,conscientiousnessAdjectives,ok,2,4,4,3,3,4,4,3,2,4,4,3,5031,7125,4891,2765,2281,1734,1593,1891,1219,2672,3875,2750,5297,intro_slides,NFC,2,4,3,4,2,4,4,2,4,2,4,1,1,5,3,2,1,4,5188,8516,9672,3625,7969,12047,5547,8109,4422,8609,5140,6031,5265,4031,5109,3078,14093,9687,6297,4906,persQuestionnaires,ok,4,2,1,3,3,4,3,5,2,3,1,2,4,4,3,3,2,4,2,2,2,4,5,2,4,1,2,4,1,2,2,2,4,4,3,4,4,5,4,2,2,2,3,4,3,2,3,2,1,3,2,3,3,3,4,2,2,2,2,1,2,2,3,1,4,5,4,5,4,4,2,2,2,3,2,3,4,1,1,3,2,2,2,4,4,4,4,38266,5672,4515,5172,9078,3047,5844,7422,3641,6906,7078,4094,3422,2843,2735,2985,5188,2703,3641,3640,5047,4563,5688,4937,5156,4125,4640,4484,11844,3297,6140,4578,2437,6093,2719,3500,4203,6500,3390,6625,10547,8797,5515,5203,3203,3204,7344,3562,4578,6250,5531,6297,7250,3219,3719,5312,6890,4672,3578,4219,3141,3156,6859,3219,5765,4750,4093,4875,3047,6828,2703,6313,4969,3000,5016,3750,5563,3516,3110,8703,3344,3453,3578,3141,6313,3532,3031,6406,PID,ok,3,4,3,3,4,4,5,4,4,5,4,4,4,3,4,3,3,4,20062,9453,4110,5266,6640,5390,1703,2954,9453,7859,1796,4969,5344,6203,1516,4266,4047,1671,3734,post,1,Chinese,18,ok,1,4,ok,1,ok,3,2,2,2,1,2,167907,8328,5469,22719,6203,37296,7703,2203,2078,10500,2391,2281
119,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,12:28:23,conscientiousness,ok,5,3,4,4,1,2,4,3,4,2,3,2,3,2,4,1,4,2,5,4,2,4,4,4,2,2,14485,6563,4312,3625,1343,3656,3343,2172,3344,3312,2094,2047,3797,2360,1891,2593,2219,3000,2782,2453,2203,2032,1938,1954,2281,1875,2235,conscientiousnessAdjectives,ok,3,2,3,4,4,2,4,3,2,4,4,3,7766,5984,3297,1875,3031,2188,1687,1829,1610,2656,2828,1890,5859,intro_slides,NFC,2,4,3,2,3,4,2,2,3,4,4,3,2,3,2,3,3,2,3907,7078,7829,3063,3985,6250,4187,4094,3953,3328,5562,7531,2735,3672,3594,3578,6032,6766,4672,4016,persQuestionnaires,ok,2,3,4,3,3,2,4,3,4,4,1,2,4,3,3,3,4,4,4,3,2,3,3,2,1,2,2,4,4,2,2,2,4,3,3,4,3,2,3,2,2,2,4,1,2,4,3,1,5,3,2,3,2,2,2,4,3,3,2,2,4,3,4,2,3,3,4,4,4,3,3,2,2,2,4,4,4,2,2,4,4,1,5,4,2,4,4,19422,5453,7328,4704,3203,2656,3110,2829,3344,4828,3406,5047,3781,3015,3219,3563,3188,2079,6125,3562,3391,4610,3797,3218,4016,3891,7265,4141,5750,2735,4375,5891,2890,3703,3078,2375,4891,4421,3641,4703,3109,5359,2312,2484,3890,3141,3641,3343,4953,2875,3282,3922,2468,4875,2078,4859,2781,2937,3078,2672,3500,4812,3984,3359,2953,3546,2844,3282,3000,3609,3187,5094,5860,2922,3109,2594,4343,3281,3156,3297,3313,2016,3109,3656,4171,4250,3750,3047,PID,ok,4,3,4,2,3,3,5,4,3,4,4,2,4,2,3,4,3,2,7766,6578,3860,2875,7563,2547,3156,3157,2875,3938,1579,3328,5297,3109,3000,2188,4438,2078,2672,post,1,canadian,19,ok,2,2,ok,1,ok,3,2,2,1,2,2,18797,6110,4203,13703,3640,8016,7500,2563,1954,4125,2781,1968
130,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/3/2012,12:35:43,conscientiousness,ok,4,2,4,4,2,1,4,2,3,2,2,3,4,2,2,4,2,4,4,4,2,4,2,4,2,4,15891,2860,2062,1672,1735,1907,2328,2625,4156,3734,2093,1750,2562,1313,1313,1594,1594,3828,3531,3390,1172,1016,6109,1453,2546,1125,2015,conscientiousnessAdjectives,ok,4,2,4,4,2,2,4,2,1,1,4,2,3750,2453,1032,1047,2750,1172,1031,1093,828,2234,1594,1188,1250,intro_slides,NFC,4,4,3,2,1,3,2,2,3,4,4,3,2,2,3,4,1,3,6125,6922,8250,6890,4937,9437,10266,6719,5640,6750,4797,8218,7234,3797,4906,7265,5781,21937,6218,7375,persQuestionnaires,ok,2,2,2,4,4,2,3,5,3,4,3,3,3,4,2,4,4,5,3,3,2,3,4,4,2,2,4,4,2,1,3,2,3,4,3,4,4,2,3,4,2,4,3,3,3,2,3,3,3,4,2,2,3,2,3,4,4,4,2,2,2,2,4,2,4,4,4,4,4,4,4,2,4,2,3,4,4,2,2,3,3,3,4,2,3,4,2,15719,5250,5516,8250,6625,6547,4968,8297,3781,13000,5156,3078,3687,6750,3938,2953,9797,1515,5094,6860,7250,9797,4312,6188,3829,4844,8016,6719,5719,3266,5000,5469,5187,3500,1906,4828,14906,6250,5359,11563,5078,7515,2829,8141,2203,5250,4781,4219,7235,2766,9859,7765,2312,6313,2422,4828,8859,5078,4422,4672,2735,8469,4453,2203,3359,3953,7531,6562,3687,1641,5453,7782,7218,7718,5750,2046,6640,4672,2157,3782,6641,10485,3703,5516,5938,4688,6843,8109,PID,ok,1,2,4,2,3,4,5,2,4,2,4,4,4,4,3,3,4,3,18703,1625,2078,8937,6859,7438,2438,4187,4031,6578,1985,5922,9750,4469,2719,4922,4844,2750,6453,post,2,Canadian for a few generations. Before that German/Great Britain,18,ok,2,2,ok,3,ok,3,2,2,2,2,2,39125,4843,18015,35109,3937,17110,6078,3828,2125,5703,4313,4922
133,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/4/2012,11:36:33,conscientiousness,ok,5,1,5,5,2,1,5,1,4,1,5,1,5,1,5,1,5,1,5,4,1,4,1,4,1,1,6313,1844,1765,1594,1125,1938,3063,3563,4625,4156,1390,1891,2047,1609,1234,1078,1313,1921,1828,859,3250,1422,1937,1172,1234,1250,3297,conscientiousnessAdjectives,ok,5,1,4,5,1,1,5,1,1,4,5,1,3188,2454,1266,1594,1328,1156,906,2093,984,1000,2047,1531,1859,intro_slides,NFC,4,5,2,1,1,3,1,1,1,5,5,1,1,4,5,1,1,2,6157,5391,8781,5500,7500,7500,9719,4453,3312,11516,6359,5688,4500,4047,11156,5969,13609,10015,5297,10843,persQuestionnaires,ok,1,4,5,4,4,5,5,3,1,3,3,1,4,5,4,3,4,5,1,4,2,2,4,5,2,1,5,5,2,1,5,1,2,5,2,2,4,4,2,2,1,1,2,4,2,3,2,5,2,3,5,1,2,4,4,4,4,4,2,2,2,1,4,3,4,2,4,4,2,2,4,2,4,4,1,1,5,4,1,1,4,4,2,4,4,4,1,32156,14672,10625,7828,6860,5188,5250,2781,10000,6203,4422,7594,3234,5703,3860,10328,7156,2187,4937,4656,8672,7110,3750,3969,8156,6343,4328,3907,7547,4000,4579,7578,2891,4360,3313,8688,6719,5437,5484,5546,3891,2078,5359,4625,8562,6828,7484,4296,4547,3015,8828,5781,2766,7360,3641,8046,3672,2391,3641,2265,6219,7500,4390,10312,5359,4859,5031,3390,5359,20625,2343,8422,5734,5796,5375,5703,5922,6735,3406,4563,5235,4094,2859,7312,3578,4609,6828,4000,PID,ok,5,4,5,4,2,4,5,4,3,3,3,3,5,5,3,4,4,4,16547,7219,5750,2844,12187,5360,4250,4296,15343,7953,5469,6297,4828,3953,1594,4094,3843,2000,2578,post,1,canadian of irish descent,44,ok,2,2,ok,2,ok,3,2,2,1,1,2,56782,8422,8156,17578,6797,117688,9093,3375,3359,8734,4750,2375
148,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/5/2012,12:53:02,conscientiousness,ok,4,4,3,5,2,2,5,2,5,3,4,4,5,2,4,4,4,3,4,4,2,5,4,5,2,3,19047,3984,2516,2734,2109,2593,2438,2219,1531,2625,2266,2266,2078,2907,1360,2391,2141,1641,2172,1140,1141,1781,1859,1266,1594,1640,2266,conscientiousnessAdjectives,ok,4,3,4,4,3,3,4,3,3,4,4,3,6172,2250,1063,922,1156,1141,1219,1140,1265,2031,1922,907,1328,intro_slides,NFC,4,4,2,2,2,4,4,4,5,4,4,2,2,5,5,4,2,2,5422,7062,5093,172,4515,4500,7656,2438,2266,4141,4063,3469,2437,4812,3828,3719,5625,3172,7188,3235,persQuestionnaires,ok,2,4,2,4,4,4,4,4,2,4,1,3,4,4,3,4,5,5,3,3,3,4,5,5,3,2,3,4,2,1,2,3,4,4,4,4,4,3,4,4,4,4,2,3,3,3,3,5,2,4,2,3,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,24953,4984,3703,3547,2875,1828,3562,1953,2891,4359,3375,3516,2360,3188,2032,3781,3422,1718,3531,3234,2032,3250,3312,3047,1875,2641,3766,6875,3953,2468,3156,4718,1859,2953,1765,2187,3796,2641,2735,2641,2203,2250,3750,2437,1859,1891,2187,1343,3406,2734,2656,4156,2360,1703,2578,2422,2531,1390,2109,2390,1594,3157,3859,2687,1766,1500,2875,2375,1610,3641,1843,2500,3781,4031,2516,2797,4250,3078,2890,3250,2516,2828,1938,2860,2094,2375,2203,2437,PID,ok,4,4,5,2,2,4,4,4,4,4,4,4,5,4,2,4,4,2,8203,4437,2375,2469,7625,3703,1593,2734,4063,187,1688,2703,2531,3172,1469,1984,2516,1250,2594,post,1,Filipino,18,ok,2,1,ok,1,ok,3,2,2,1,2,2,69031,49047,6907,6094,16954,3766,5297,1953,1578,2328,3110,1610
2,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,09:28:37,conscientiousness,ok,4,3,5,5,5,4,3,4,3,2,1,5,3,5,1,5,1,5,4,2,4,3,4,3,2,5,21281,3516,2343,2172,1875,1359,1500,3765,1953,1765,1812,2157,2157,2641,1375,3688,1453,3406,1719,1578,2391,2453,2515,1578,3656,1937,1454,conscientiousnessAdjectives,ok,3,1,4,3,1,3,5,1,1,4,4,2,14188,4500,2000,1406,1687,1891,1500,1313,1078,1844,1484,1656,2109,intro_slides,NFC,2,2,4,4,4,1,4,5,4,3,3,2,3,2,3,5,5,5,4078,9500,7234,2750,2484,5828,6954,3015,3328,4250,4688,6110,3656,5156,2844,3032,7688,7688,3875,2719,persQuestionnaires,ok,2,5,3,3,3,2,4,3,2,3,2,4,4,3,2,4,3,4,4,4,3,5,4,3,4,2,3,4,4,3,4,3,4,2,4,4,2,2,4,3,2,4,3,1,4,2,4,3,5,2,3,2,3,3,5,4,3,3,3,2,2,5,4,3,3,2,2,4,3,5,5,5,2,5,5,5,3,4,3,4,3,2,5,2,4,5,3,29500,5172,2891,4687,2718,2203,3187,4516,3594,4593,7031,3000,3188,2703,2953,2859,4015,2016,2453,3171,3641,5578,2250,3719,4125,4047,3235,4563,2890,2625,3766,2593,3078,2141,2172,2438,3719,4281,3922,4235,3672,4500,2578,2203,2344,2375,6610,2750,3453,3219,4375,4407,2203,4625,2594,3453,2218,2500,2719,3796,3234,4156,3093,2953,2656,3265,3625,4532,4297,3406,2312,3594,3828,4000,2219,2875,2359,3859,2562,3500,3047,3000,3484,2625,4407,3219,2937,8219,PID,ok,4,5,3,2,4,5,5,3,4,4,5,5,5,4,3,5,5,3,19359,4875,3421,3953,4094,3797,1985,4141,4437,2172,1484,2687,3109,3797,1906,2016,2656,2015,2422,post,1,Caucasian,20,ok,2,3,ok,2,ok,3,2,2,1,1,1,16016,8797,8047,19344,5672,11281,6594,2297,2453,3125,3312,2219
